id,name,type,image1,image2,color1,color2,color3,color4,notPet,unk5,unk6,lvl,hpmax,spmax,hpx,spx,int,atk,def,agi,doanhtrai,exp_bonus,element,skill1,skill2,skill3,drop1,drop2,drop3,drop4,drop5,drop6,unk1,skill4,reborn,unk2,unk3
14670,ซีหนี,5,1632,1001,444251455,444252444,556444354,444444444,0,24,6,94,792,366,41,19,26,66,16,48,5,2162,4,13001,13006,13007,0,0,0,0,0,0,0,0,0,0,0
14671,หวงฝู่ซง,5,1060,1001,444444444,444136136,751444444,444444444,1,8,3,133,2407,1114,136,116,126,182,140,142,0,3059,3,12008,12009,12015,0,0,0,0,0,0,0,0,0,0,0
14672,หลูจื๋อ,5,1041,1001,257333555,157444137,333444444,444444444,1,10,1,125,2431,1193,152,132,129,105,108,143,0,2875,2,11003,11005,20026,0,0,0,0,0,0,0,0,0,0,0
14673,จูจวิ้น,5,1060,1001,642444444,444642642,787444666,444444444,1,8,3,128,2949,1150,131,124,138,152,147,145,0,2944,4,13009,13022,20028,0,0,0,0,0,0,0,0,0,0,0
14674,ฮาเก๋อติง,5,1290,1001,651444333,444951444,651556651,531444444,0,8,1,84,832,343,37,19,21,72,26,36,0,1932,1,12002,12006,12009,0,0,0,0,0,0,0,0,0,0,0
14675,เถี่ยมู่เจีย,5,1733,1001,444333555,555555444,444444444,444444444,0,19,13,146,1355,495,66,35,24,109,34,71,5,3358,4,13005,13007,13010,0,0,0,0,0,0,0,0,0,0,0
14676,สือชื่อ,5,1728,1001,651444333,652444731,555444441,444444444,0,6,8,132,1170,444,53,31,12,84,84,34,5,3036,1,10006,10008,10011,0,0,0,0,0,0,0,0,0,0,0
14677,อวี๋เหวินจื้อ,5,1728,1001,622444544,734444624,654444333,444444444,0,6,9,130,1286,465,72,35,93,13,23,63,5,2990,3,12006,12008,12010,0,0,0,0,0,0,0,0,0,0,0
14678,หลิวจื่อปิน,5,1706,1001,444445444,335666444,444444224,444444444,0,24,6,139,1305,479,56,35,46,106,16,66,5,3197,2,11002,11005,11011,0,0,0,0,0,0,0,0,0,0,0
14679,เถี่ยมู่หลิง,5,1730,1001,354444555,444364353,444444444,444444444,0,19,32,103,798,374,41,28,84,14,34,44,5,2369,4,13005,13007,13009,0,0,0,0,0,0,0,0,0,0,0
14680,เถี่ยมู่เอี้ยน,5,1731,1001,474444655,444464252,444444254,444444444,0,19,18,107,896,365,53,26,16,81,52,26,5,2461,4,13003,13006,13009,0,0,0,0,0,0,0,0,0,0,0
14681,สือเฮ่า,5,1718,1001,551111333,321744644,556444333,444444444,0,3,10,119,929,459,48,37,90,19,31,45,5,2737,1,10005,10006,10008,0,0,0,0,0,0,0,0,0,0,0
14682,อวี๋เหวินหง,5,1716,1001,222644555,512524555,722555333,444444444,0,0,0,124,1136,448,65,34,11,91,31,51,5,2852,3,12005,12006,12009,0,0,0,0,0,0,0,0,0,0,0
14683,เว่ยเฮ่า,5,1705,1001,224444544,414646444,552555335,444444444,0,24,5,129,1013,416,42,28,85,86,13,43,5,2967,2,11005,11008,11011,0,0,0,0,0,0,0,0,0,0,0
14684,หัวหน้าเผ่าออก,5,1713,1001,444542544,444241531,444821222,444444444,0,20,9,88,632,366,35,21,13,69,19,45,5,2024,1,10004,10006,10007,0,0,0,0,0,0,0,0,0,0,0
14685,หัวหน้าเผ่าตก,5,1719,1001,444633444,734844521,555555644,444444444,0,6,4,88,632,368,35,21,19,75,13,39,5,2024,3,12002,12006,12008,0,0,0,0,0,0,0,0,0,0,0
14686,ทั่วหยวนฮั่น,5,1715,1001,124444333,226336113,336555444,444444444,0,0,0,100,849,412,60,24,13,83,23,33,5,2300,2,11003,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14687,ฟ่านเจียง,5,1054,1001,444444333,115446555,115444444,444444444,0,15,1,38,517,181,16,9,3,25,10,18,2,874,2,11001,11003,11005,0,0,0,0,0,0,0,0,0,0,0
14688,จางต๋า,5,1079,1001,444666333,444225336,557444444,444444444,0,15,2,42,568,195,17,10,6,25,5,26,2,966,2,11001,11002,11003,0,0,0,0,0,0,0,0,0,0,0
14689,ยงคีโกรธ,5,1421,1001,444444433,651844651,654556444,444444444,1,16,2,188,5101,1325,153,120,27,257,123,141,0,0,1,10006,10010,10021,0,0,0,0,0,0,0,0,0,0,0
14690,จูโพโกรธ,5,1286,1001,752444334,541542431,444444444,444444444,1,8,5,175,4713,1217,140,111,20,255,120,133,0,0,1,10006,10015,10021,0,0,0,0,0,0,0,0,0,0,0
14691,ม้าขาว,5,1759,1001,354444555,444364353,124799444,444444444,1,0,0,103,1416,351,41,25,14,84,34,44,5,0,4,13005,13007,13009,0,0,0,0,0,0,0,0,0,0,0
14692,ม้าพันธุ์ดี,5,1759,1001,354444555,444364353,444444444,444444444,1,0,0,103,1931,351,41,25,14,94,44,54,5,0,4,13005,13009,13010,0,0,0,0,0,0,0,0,0,0,0
14693,ม้าขาวอูหวน,5,1759,1001,354444555,444364353,124799444,444444444,1,0,0,113,2688,383,45,27,14,104,54,64,5,0,4,13005,13009,13013,0,0,0,0,0,0,0,0,0,0,0
14694,ม้าหวงเปียว,5,1759,1001,354444555,444364353,643662444,444444444,1,0,0,123,3546,416,49,29,14,114,64,74,5,0,4,13005,13009,13022,0,0,0,0,0,0,0,0,1,0,0
14695,ม้าชิงจง,5,1759,1001,354444555,444364353,236246444,444444444,1,0,0,133,4504,448,53,32,14,124,74,84,5,0,4,13005,13009,13024,0,0,0,0,0,0,0,0,1,0,0
14696,ม้าเจียงจง,5,1759,1001,354444555,444364353,456257444,444444444,1,0,0,143,5564,482,57,34,14,134,84,94,5,0,4,13005,13007,13026,0,0,0,0,0,0,0,0,2,0,0
14697,ม้าอูจวี,54,1759,1001,354444555,444364353,333133444,444444444,1,0,0,153,6723,515,61,36,14,244,184,194,5,0,4,13005,13026,13033,0,0,0,0,0,0,0,0,2,0,0
14698,เบ้งโยวเมา,5,1594,1001,444444343,652444444,667652641,444444444,1,0,0,26,274,148,16,8,9,21,11,13,5,0,1,10006,0,0,0,0,0,0,0,0,0,0,0,0,0
14699,เบ้งเจี๋ย,5,1066,1001,444243444,242444354,444444364,444444444,0,0,0,49,473,306,30,28,49,9,18,30,5,1127,4,13001,13002,13004,0,0,0,0,0,0,0,0,0,0,0
14700,จู้หยงโกรธ,5,1751,1001,444444444,444444444,444444444,444444444,1,19,23,171,6471,1335,159,129,120,299,126,274,0,0,3,12006,12015,12022,0,0,0,0,0,0,0,0,1,0,0
14701,เบ้งโยวโกรธ,54,1590,1001,444444334,444444444,228446347,336444444,1,0,0,185,8719,1249,151,111,137,199,141,154,0,0,2,11028,11033,20026,0,0,0,0,0,0,0,0,2,0,0
14702,เบ้งเฮกโกรธ,54,1594,1001,444444333,652444444,667652641,444444444,1,0,0,180,8616,1284,166,118,128,191,135,150,0,0,1,10021,10028,10016,0,0,0,0,0,0,0,0,2,0,0
14703,เจ้าถ้ำเบ้งหยุ,5,1792,1001,555534433,444542215,556444444,642555444,1,8,31,125,1546,437,60,19,17,90,51,51,0,0,5,10006,10007,20006,0,0,0,0,0,0,0,0,0,0,0
14704,จู้หนิงเยว่,5,1793,1001,555651544,444542541,444444444,444444444,1,0,0,125,1399,611,38,45,92,15,60,38,0,0,5,12003,12006,20006,0,0,0,0,0,0,0,0,0,0,0
14705,จูหยงบาดเจ็บ,5,1591,1001,632534644,444444444,654444444,622444444,1,19,23,31,298,174,13,11,8,21,9,16,0,0,3,12006,0,0,0,0,0,0,0,0,0,0,0,0,0
14706,ป๋อจื้อ,5,1635,1001,652223444,556444235,944556444,333444444,1,2,2,100,3373,342,40,24,14,154,64,124,0,0,2,11005,11022,20026,0,0,0,0,0,0,0,0,1,0,0
14707,กานหลี่,5,1708,1001,444511333,444444634,432555444,333444444,1,8,5,95,3202,326,38,23,14,154,64,124,0,0,3,12006,12015,12022,0,0,0,0,0,0,0,0,1,0,0
14708,ซื่อฮุย,5,1749,1001,444444444,444444444,444444444,444444444,1,0,0,120,5258,406,48,29,14,154,64,124,0,0,1,10006,10021,21005,0,0,0,0,0,0,0,0,1,0,0
14709,ซื่อฝู่,5,1547,1001,444353333,242556651,161333444,444333444,1,20,7,100,3873,342,40,24,14,154,64,124,0,0,4,13007,13010,21004,0,0,0,0,0,0,0,0,1,0,0
15001,อู๋ผู่,6,1166,1001,444322553,250363666,444444151,444444444,0,3,6,24,120,113,9,5,16,8,3,7,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
15002,เสี่ยวเอ้อ,6,1103,1001,444405444,515444356,444444444,444444444,0,14,0,6,55,72,2,2,2,1,2,3,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15003,พี่จาง,6,1028,1001,542357441,751232333,444444444,444444444,0,3,0,13,98,89,5,3,4,7,3,3,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15004,แม่ม่ายหลิว,6,1090,1001,542456444,640242342,444444444,444444444,0,14,0,4,36,68,2,1,2,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15007,ผู้เฒ่าหลี่,6,1033,1001,257456444,621444444,444444357,444444444,0,3,0,19,99,97,8,3,11,5,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15008,ยายเฒ่าฉวี่,6,1088,1001,444433444,550444550,444444300,444444444,0,3,0,5,38,70,2,1,3,1,1,2,0,0,1,10001,0,0,0,0,0,0,0,0,0,0,0,0,0
15009,ผู้เฒ่าผมขาว,6,1042,1001,444544454,237257246,444444444,444444444,1,3,0,200,8822,746,80,57,200,200,200,200,0,0,2,11005,11008,11009,0,0,0,0,0,0,0,0,0,0,0
15010,ผู้เฒ่าเสีย,6,1042,1001,444433444,623444444,444444444,444444444,0,3,0,59,278,220,20,15,24,12,21,26,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15011,ลูกชายซุนเอ้อ,6,1056,1001,666444444,811711555,444444444,444444444,0,3,0,11,64,84,4,3,2,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15012,ลูกชายลุงหวาง,6,1029,1001,626415444,145515414,444444444,444444444,0,3,0,11,58,82,3,2,3,6,4,5,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15013,หญิงหมู่บ้าน,6,1097,1001,444444444,660444550,444444444,444444444,0,13,0,9,55,79,4,2,2,5,2,3,0,0,1,10002,0,0,0,0,0,0,0,0,0,0,0,0,0
15014,แม่นางหม่า,6,1103,1001,444552454,145666555,444444444,444444444,0,14,0,4,35,68,2,1,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15015,อาเฉิน,6,1028,1001,256444444,641742444,444444444,444444444,0,3,0,9,55,79,4,2,1,5,4,2,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15016,ลุงหวาง,6,1033,1001,114445445,113272141,444444444,444444444,0,3,0,5,38,70,2,1,2,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15017,อามา,6,1088,1001,444455443,634444663,444444111,444444444,0,3,0,3,31,66,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15018,เสี่ยวโก่วจื่อ,6,1177,1001,444444444,244147444,444444245,444444444,0,0,0,4,35,68,2,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15019,แม่ใหญ่อู๋,6,1090,1001,444424444,232352346,444444444,444444444,0,14,0,8,51,77,3,2,2,4,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15020,เศรษฐีเถียน,6,1041,1001,246555554,522444722,444444246,444444444,0,0,0,5,38,70,2,1,2,3,1,1,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15021,ลุงเฒ่าเซี่ยง,6,1033,1001,114232565,114444444,444444444,444444444,0,3,0,7,47,75,3,2,4,1,2,2,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15022,ผู้เฒ่าอู่,6,1059,1001,515554434,616752323,444444444,444444444,0,3,0,8,51,77,3,2,2,5,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15023,ยายเฒ่าเจิ้ง,6,1088,1001,444545443,111444244,444444232,444444444,0,3,0,6,43,73,2,2,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15024,อาหู่,6,1057,1001,444555454,543444232,444444444,444444444,0,3,0,6,43,72,2,2,1,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15025,แม่ใหญ่หวาง,6,1090,1001,444555554,444641542,444444444,444444444,0,14,0,9,55,80,4,2,4,2,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15026,ต้าหนิว,6,1027,1001,733444444,954444444,444444444,444444444,0,3,0,7,47,75,3,2,4,2,2,1,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15027,จินอู๋ไล่,6,1021,1001,544717555,746246444,444444346,444444444,0,1,1,9,55,79,4,2,3,4,2,3,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15028,หลี่หลาง,6,1027,1001,246444444,770247444,444444444,444444444,0,3,0,4,36,68,2,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15029,เซียงเซียง,6,1097,1001,444252555,579444141,444444252,444444444,0,13,0,8,50,78,3,2,5,1,2,3,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
15030,อันธพาลน้อย,6,1011,1001,272444444,933733444,444444444,444444444,0,6,3,9,56,79,4,2,1,5,4,2,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15031,ลุงหลู่,6,1033,1001,236454554,623623444,444444444,444444444,0,3,0,6,44,74,3,2,1,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15032,เสี่ยวเจียนจือ,6,1177,1001,444454444,761661444,444444242,444444444,0,0,0,4,36,71,2,2,1,1,1,1,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15033,ปู่เฉิน,6,1033,1001,515333554,611414444,444444444,444444444,0,3,0,7,47,76,3,2,2,1,4,2,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15034,ป้าใหญ่หาน,6,1090,1001,444456555,234643455,444444444,444444444,0,14,0,7,47,76,3,2,2,4,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15035,ต้าเหมา,6,1056,1001,244554444,146232321,444444444,444444444,0,3,0,11,51,78,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15036,ยายเมิ่ง,6,1088,1001,444544443,435444316,444444313,444444444,0,3,0,6,41,74,2,2,2,1,4,1,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15037,อาใหญ่เถียน,6,1028,1001,142444444,131888898,444444444,444444444,0,3,0,12,54,79,1,1,1,1,1,1,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15038,เสี่ยวเหม่ย,6,1178,1001,666633444,207444444,444444315,444444444,0,0,0,7,47,76,3,2,2,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15039,ไพหลาง,6,1062,1001,444257554,747235444,444444246,444444444,0,6,3,6,41,74,2,2,3,1,1,1,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15040,หลิวผิง,6,1056,1001,232664554,211688666,444444444,444444444,0,3,0,13,64,84,3,2,6,4,6,5,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
15041,ท่านฟ่าน,6,1028,1001,544444444,642525444,444444444,444444444,0,3,0,5,38,72,2,2,3,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15042,เสี่ยวตู้,6,1058,1001,444444444,811723444,444444444,444444444,0,3,0,4,33,68,1,1,1,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15043,แม่ใหญ่โฮ่ว,6,1090,1001,444334444,611336446,444444444,444444444,0,14,0,5,35,69,1,1,1,1,4,2,0,0,1,10001,0,0,0,0,0,0,0,0,0,0,0,0,0
15044,อาหยง,6,1018,1001,444444444,232555444,232444444,444444444,0,5,2,11,62,82,4,2,3,6,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15045,หยูซวีจู่ป๋อ,6,1059,1001,666333555,705136444,444444515,444444444,0,3,0,4,33,68,1,1,2,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15046,มารดาไท่สือฉือ,6,1090,1001,444335554,236343555,444444444,444444444,0,14,0,5,35,69,1,1,4,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15047,น้องหญิงอู๋,6,1178,1001,444444444,723474555,444444444,444444444,0,0,0,4,33,68,1,1,1,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15048,อาฝาน,6,1033,1001,424444444,215444333,444444444,444444444,0,3,0,8,47,78,2,2,7,1,1,3,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15049,เทพดาวเหนือ,6,1052,1001,778666444,896444666,444444555,444444444,1,7,0,200,21724,2164,200,200,300,250,250,300,0,4600,4,13021,13023,20027,0,0,0,0,0,0,0,0,2,0,0
15050,เทพดาวใต้,6,1116,1001,711553555,444511444,444444511,444444444,1,2,9,200,21724,2164,200,200,300,250,250,300,0,4600,3,12024,12026,20014,0,0,0,0,0,0,0,0,2,0,0
15051,ชาวบ้านเลว,6,1028,1001,353444444,463611551,444444444,444444444,0,3,1,1,19,63,1,1,1,1,2,0,0,0,0,0,0,0,26001,26001,26002,0,0,0,0,0,0,0,0
15052,หวีจี๋,6,1042,1001,444555444,136444363,444444444,444444444,1,3,0,200,11724,1824,200,200,250,200,200,250,0,4600,2,11014,11023,20019,0,0,0,0,0,0,0,0,1,0,0
15053,ชาวบ้านดุร้าย,6,1028,1001,100444444,262444444,444444444,444444444,0,3,2,1,22,63,1,1,1,1,1,0,0,0,0,0,0,0,26001,26001,26002,0,0,0,0,0,0,0,0
15054,อาฉวน,6,1058,1001,444444444,811723444,444444444,444444444,0,3,0,11,58,85,3,3,2,7,4,3,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15055,เหวยเหวย,6,1103,1001,444468444,444666666,444444444,444444444,0,14,0,8,51,77,3,2,1,4,2,4,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15056,คนเคราะห์ร้าย,6,1090,1001,353333444,353411555,444444444,444444444,0,14,0,8,51,77,3,2,2,2,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15057,เฒ่าคงแก่เรียน,6,1042,1001,444445444,131137666,444444444,444444444,0,3,0,59,298,221,24,15,28,12,20,20,0,0,4,13004,0,0,0,0,0,0,0,0,0,0,0,0,0
15058,พี่ชายผิง,6,1027,1001,723444444,666623444,444444444,444444444,0,3,0,7,41,72,1,1,1,6,2,3,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15059,ลุงเฉิน,6,1033,1001,114445445,113272444,444444444,444444444,0,3,0,7,44,75,2,2,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15060,อาไต้,6,1059,1001,623333555,811623444,444444444,444444444,0,3,0,13,64,89,3,3,4,7,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15061,ซูเซียง,6,1062,1001,444661554,662771444,444444252,444444444,0,6,1,15,81,94,6,4,5,5,5,5,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
15062,น้องหญิงซู,6,1178,1001,262252555,141252444,444444444,444444444,0,0,0,12,65,87,4,3,5,4,3,5,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
15063,พี่ม่อ,6,1057,1001,444644443,141414333,444444444,444444444,0,3,0,14,77,90,6,3,4,6,5,6,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
15064,แม่ม่ายเหยียน,6,1090,1001,444244555,124444553,444444444,444444444,0,14,0,12,65,87,4,3,4,5,3,5,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15065,ลุงเฒ่าเฉา,6,1059,1001,246666444,125147444,444444444,444444444,0,3,0,15,81,94,6,4,6,4,3,7,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15066,ยายหลี่,6,1088,1001,444434444,424444232,444444411,444444444,0,3,0,13,56,92,1,4,8,1,4,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15067,ผู้เฒ่าเจิ้ง,6,1042,1001,444544444,414444474,444444414,444444444,0,3,0,14,67,86,3,2,1,9,6,7,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15068,คนตัดฟืนกู่,6,1057,1001,611444444,444444611,444444444,444444444,0,3,0,16,86,97,6,4,6,7,2,7,0,0,1,10003,0,0,0,0,0,0,0,0,0,0,0,0,0
15069,กัวเซิง,6,1029,1001,711244444,411661770,444444444,444444444,0,3,0,16,76,93,4,3,5,10,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15070,อาเถา,6,1100,1001,444644444,774611555,444444444,444444444,0,14,0,11,64,85,4,3,6,2,3,4,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
15071,แม่นางหลิว,6,1103,1001,444415555,660415552,444444444,444444444,0,14,0,7,47,75,3,2,4,2,1,2,0,0,1,10001,0,0,0,0,0,0,0,0,0,0,0,0,0
15072,แม่หลิว,6,1088,1001,444444444,146444157,444444233,444444444,0,3,0,17,90,100,7,4,8,1,4,10,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15073,น้องชายหลิว,6,1177,1001,444252554,141444444,444444141,444444444,0,0,0,13,68,89,4,3,3,5,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15074,แม่ใหญ่เกา,6,1090,1001,444556444,232666363,444444444,444444444,0,14,0,9,46,75,1,1,3,6,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15075,อาหญิงหลง,6,1090,1001,444444444,623554523,444444444,444444444,0,14,0,18,95,102,7,5,8,8,4,4,0,0,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
15076,ลุงเฒ่าเจ้า,6,1033,1001,533454554,423444774,444444444,444444444,0,3,0,15,81,93,6,4,1,9,6,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15077,ผู้เฒ่าหวาง,6,1059,1001,232555454,632333232,444444444,444444444,0,3,0,8,51,77,3,2,1,1,2,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15078,ยายเฒ่าเสิ่น,6,1088,1001,444333442,533444363,444444511,444444444,0,3,0,14,70,86,4,2,3,6,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15079,อาหลง,6,1057,1001,444444444,246262324,444444444,444444444,0,3,0,7,47,75,3,2,1,1,5,2,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
15080,แม่ใหญ่หนิว,6,1090,1001,444544444,551424424,444444444,444444444,0,14,0,4,35,68,2,1,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15081,ต้าไต,6,1027,1001,533444554,662533533,444444444,444444444,0,3,0,3,31,66,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15082,พี่หนุ่มเจิง,6,1021,1001,566444454,555444444,444444356,444444444,0,1,0,10,63,82,5,3,5,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15083,ข่งฟาง,6,1033,1001,114445445,113272141,444444444,444444444,0,3,0,6,43,73,2,2,4,1,1,2,0,0,1,10001,0,0,0,0,0,0,0,0,0,0,0,0,0
15084,หยวนหยวน,6,1097,1001,444266555,141444136,444444257,444444444,0,13,0,9,55,82,4,3,2,2,4,3,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
15085,อันธพาล,6,1011,1001,444515434,154147444,444444236,444444444,0,1,1,19,105,97,9,3,2,9,9,6,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
15086,ลุงเยี่ย,6,1033,1001,661433554,441147444,444444236,444444444,0,3,0,9,55,80,4,2,4,5,2,1,0,0,1,10002,0,0,0,0,0,0,0,0,0,0,0,0,0
15087,ทารกเซียน,6,1177,1001,444325444,325661444,444444424,444444444,0,0,0,56,258,215,18,15,40,8,10,19,0,0,2,11003,0,0,0,0,0,0,0,0,0,0,0,0,0
15088,ฮัวโต๋,6,1158,1001,740555444,850455444,444444640,444444444,1,2,0,180,11527,675,72,52,200,50,100,120,0,0,3,12007,12012,0,0,0,0,0,0,0,0,0,1,0,0
15089,ป้าใหญ่หวง,6,1090,1001,444414444,511555242,444444444,444444444,0,14,0,11,64,84,4,3,2,6,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15090,ต้าโถว,6,1057,1001,444642555,511777642,444444444,444444444,0,3,0,12,68,86,5,3,1,9,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15091,ยายจาง,6,1088,1001,444554444,642444433,444444444,444444444,0,3,0,10,59,82,4,3,6,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15092,อาใหญ่ก่ง,6,1028,1001,623623454,534444777,444444444,444444444,0,3,0,9,55,79,4,2,3,4,2,3,0,0,2,11001,0,0,0,0,0,0,0,0,0,0,0,0,0
15093,เสี่ยวอิง,6,1008,1001,444464444,525464464,444444444,444444444,0,14,0,5,38,70,2,1,2,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15094,เสือขวางทาง,6,1062,1001,444333344,744744444,444444444,444444444,0,6,4,4,35,68,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15095,ตู้ผิง,6,1056,1001,662333444,840136444,444444246,444444444,0,3,0,5,38,70,2,1,3,1,1,2,0,0,1,10001,0,0,0,0,0,0,0,0,0,0,0,0,0
15096,ท่านฉี,6,1055,1001,623444444,466623623,444444444,444444444,0,3,0,12,68,87,5,3,6,3,3,4,0,0,4,13001,0,0,0,0,0,0,0,0,0,0,0,0,0
